name,language,stars,issues,size,created_at,updated_at,has_issues,has_wiki,repo_age_days,days_since_update,issue_density,success
Glimmer,35,100,0,8758,2026-04-11 07:37:55+00:00,2026-06-07 17:56:02+00:00,True,True,77,20,0.0,0
trigonoparty,17,500,6,33,2018-10-01 11:13:51+00:00,2026-04-24 21:32:27+00:00,True,True,2826,63,0.17647058823529413,1
alpaca_eval,18,2000,31,315007,2023-05-25 09:35:28+00:00,2026-06-26 23:50:17+00:00,True,True,1129,0,9.841019910605445e-05,1
sprockets-urlrewriter,30,20,2,191,2011-10-19 16:48:20+00:00,2025-02-06 16:02:01+00:00,True,False,5365,506,0.010416666666666666,0
EventSourceProxy,3,100,0,1366,2013-03-01 21:15:01+00:00,2026-02-13 18:34:37+00:00,True,True,4865,133,0.0,0
vpnbot,25,500,7,140053,2022-10-04 14:37:21+00:00,2026-06-25 05:42:29+00:00,True,True,1362,2,4.998072172162166e-05,1
ojAlgo,16,500,0,79938,2013-10-06 17:20:10+00:00,2026-06-26 05:58:20+00:00,True,True,4647,1,0.0,1
HPhi,33,100,38,411103,2015-09-11 02:40:51+00:00,2026-06-25 08:08:11+00:00,True,True,3942,2,9.243403129135207e-05,0
cs16.css,5,1998,1,123,2025-01-22 14:36:59+00:00,2026-06-24 03:52:49+00:00,True,False,521,3,0.008064516129032258,1
n8n,37,194255,1481,502152,2019-06-22 09:24:21+00:00,2026-06-27 17:33:37+00:00,True,False,2562,0,0.002949300312852856,1
atata,3,500,10,14588,2016-01-13 12:54:04+00:00,2026-06-23 14:48:05+00:00,True,False,3818,4,0.0006854479402289396,1
jsx,14,1998,55,129,2014-08-28 19:55:06+00:00,2026-06-26 07:10:47+00:00,True,False,4320,1,0.4230769230769231,1
a2_printer,30,20,1,129,2012-04-06 18:08:00+00:00,2023-07-06 02:16:13+00:00,True,True,5194,1087,0.007692307692307693,0
DB-GPT-Hub,28,1995,73,64065,2023-06-02 03:58:07+00:00,2026-06-24 09:47:06+00:00,True,True,1121,3,0.0011394499422470578,1
typora-purple-theme,5,500,5,18448,2020-07-29 06:20:46+00:00,2026-06-23 04:09:20+00:00,True,True,2159,4,0.00027101739931703617,1
websql,17,20,0,91,2012-03-23 07:15:22+00:00,2025-02-06 16:02:01+00:00,True,True,5209,506,0.0,0
Tilt,17,500,7,52225,2011-05-25 18:00:15+00:00,2026-05-18 01:30:31+00:00,True,True,5511,40,0.00013403285719756444,1
FlowerManagmentSystem-Qt,4,100,0,9379,2021-07-11 00:54:55+00:00,2026-06-06 11:03:17+00:00,True,True,1812,21,0.0,0
ZITS-PlusPlus,28,100,12,7948,2023-05-22 06:23:17+00:00,2026-05-31 13:59:47+00:00,True,False,1132,27,0.0015096238520568624,0
PYPhotoBrowser,24,1998,155,13710,2016-06-02 11:16:57+00:00,2026-06-17 02:01:41+00:00,True,False,3677,10,0.011304791773028955,1
powershell-yaml,26,500,5,2474,2016-01-10 20:17:24+00:00,2026-06-25 07:11:32+00:00,True,True,3820,2,0.00202020202020202,1
three.js,17,113359,405,1610687,2010-03-23 18:58:01+00:00,2026-06-27 17:34:38+00:00,True,True,5939,0,0.00025144534509476693,1
R-for-finance,29,100,0,13021,2014-08-03 03:45:38+00:00,2026-04-14 05:27:31+00:00,True,True,4346,74,0.0,0
SpringBoot-Learning,16,500,0,605,2018-11-08 10:09:13+00:00,2026-04-02 08:38:03+00:00,True,True,2788,86,0.0,1
FastStub-Xcode,24,500,11,620,2016-05-24 03:42:18+00:00,2025-05-15 21:47:48+00:00,True,True,3686,407,0.017713365539452495,1
30-seconds-of-code,17,128223,0,742556,2017-11-29 17:35:03+00:00,2026-06-27 16:46:03+00:00,True,False,3132,0,0.0,1
hs-logo,15,20,15,6106,2012-01-22 07:26:39+00:00,2025-02-06 16:02:01+00:00,True,True,5270,506,0.0024561978057966267,0
ClipLink,37,100,4,22432,2025-05-13 15:19:23+00:00,2026-04-26 15:24:12+00:00,True,True,410,62,0.00017830874158605625,0
awesome-python,28,305076,21,5704,2014-06-27 21:00:06+00:00,2026-06-27 17:22:08+00:00,False,False,4382,0,0.0036809815950920245,1
rprof,2,100,0,5045,2020-03-02 07:36:29+00:00,2026-05-31 15:10:48+00:00,True,True,2308,27,0.0,0
autocluster,17,100,1,13726,2015-02-03 17:05:12+00:00,2026-06-03 21:04:09+00:00,True,True,4162,23,7.284912945290303e-05,0
dynamodb-toolbox,37,2000,39,32290,2019-11-24 23:16:45+00:00,2026-06-26 05:47:57+00:00,True,True,2406,1,0.0012077668700257037,1
nginx-http-auth-digest,2,100,9,112,2011-11-04 23:19:42+00:00,2026-02-18 23:56:01+00:00,True,True,5348,128,0.07964601769911504,0
vue-axios,17,2000,11,3358,2016-10-25 07:39:39+00:00,2026-06-17 23:30:01+00:00,True,True,3532,9,0.003274784161952962,1
helm-charts,12,1999,907,42676,2020-08-20 14:55:44+00:00,2026-06-24 08:00:00+00:00,True,False,2137,3,0.02125266537010568,1
core-scroll-header-panel,14,20,22,1813,2014-05-19 21:38:33+00:00,2025-02-06 16:00:36+00:00,True,True,4421,506,0.012127894156560088,0
aws-toolkit-vscode,37,1996,964,173834,2018-07-20 20:09:29+00:00,2026-06-26 20:02:58+00:00,True,False,2898,0,0.005545488537981419,1
card.io-Android-SDK,16,1996,67,131111,2013-06-11 17:27:45+00:00,2026-05-14 12:17:37+00:00,True,True,4764,44,0.0005110134846543413,1
MAS-Memory-Aware-Synapses,18,100,7,2932,2018-04-13 17:22:41+00:00,2026-04-02 13:06:04+00:00,True,True,2997,86,0.002386634844868735,0
natural_voice_assistant,28,500,7,628,2024-02-06 08:12:54+00:00,2026-06-25 11:28:15+00:00,True,False,872,2,0.011128775834658187,1
magicblue,28,100,23,113,2015-11-23 20:56:28+00:00,2026-04-02 11:50:21+00:00,True,True,3868,86,0.20175438596491227,0
vscode,37,186830,18812,1304247,2015-09-03 20:23:38+00:00,2026-06-27 17:21:21+00:00,True,True,3949,0,0.014423637222368751,1
conceal-core,4,100,1,17269,2018-04-29 23:42:44+00:00,2026-05-20 15:46:58+00:00,True,True,2980,38,5.7903879559930515e-05,0
vocal-separate,28,1996,12,141377,2023-12-26 06:20:35+00:00,2026-06-27 12:37:07+00:00,True,False,914,0,8.487883546237746e-05,1
Faker.py,28,20,0,200,2013-03-16 11:54:47+00:00,2020-08-18 23:31:59+00:00,True,True,4851,2138,0.0,0
oliva,16,100,0,21,2023-12-09 12:41:34+00:00,2026-05-11 08:22:52+00:00,True,True,931,47,0.0,0
hi,30,20,0,455,2013-12-27 19:10:24+00:00,2026-04-07 13:52:23+00:00,True,True,4564,81,0.0,0
Atrium-Time-Tracker-Reports,25,20,1,293,2010-12-03 19:09:27+00:00,2025-05-01 13:37:44+00:00,True,True,5684,422,0.003401360544217687,0
nutanix.ansible,28,100,89,12556,2021-10-07 18:32:41+00:00,2026-06-21 13:33:11+00:00,True,True,1723,6,0.007087680178386557,0
Credit-Risk-Modeling-in-Python,18,100,0,18,2020-03-31 07:06:06+00:00,2026-05-05 13:11:20+00:00,True,True,2279,53,0.0,0
PHPChristmasMiracle,25,20,0,212,2011-12-03 06:34:07+00:00,2023-05-10 14:13:17+00:00,True,True,5320,1144,0.0,0
d3,33,113136,20,59348,2010-09-27 17:22:42+00:00,2026-06-27 17:14:16+00:00,True,False,5752,0,0.0003369896712665757,1
Soltsice,37,100,6,839,2017-08-29 18:34:34+00:00,2026-03-28 13:57:31+00:00,True,True,3223,91,0.007142857142857143,0
enkiTS,4,2000,7,671,2015-02-20 17:05:59+00:00,2026-06-26 17:41:07+00:00,True,True,4145,1,0.010416666666666666,1
FancyShowCaseView,19,2000,8,4631,2017-03-08 12:37:15+00:00,2026-06-21 23:02:07+00:00,True,True,3398,5,0.0017271157167530224,1
gaige,28,100,0,4888,2018-11-26 14:28:22+00:00,2025-11-11 20:55:11+00:00,True,True,2770,227,0.0,0
openp2p,11,2000,51,4765,2021-11-24 09:26:45+00:00,2026-06-25 15:11:23+00:00,True,True,1676,2,0.010700797314309694,1
CircuitOps,28,100,3,1473316,2023-03-21 20:05:05+00:00,2026-06-09 09:55:46+00:00,True,False,1193,18,2.0362216685207596e-06,0
gorest,11,500,1,1711,2019-03-14 19:50:31+00:00,2026-06-25 05:33:17+00:00,True,True,2661,2,0.0005841121495327102,1
jcore,25,20,0,12749,2011-01-16 13:21:34+00:00,2025-02-06 16:02:01+00:00,True,True,5641,506,0.0,0
hello-algo,16,127974,39,464747,2022-11-04 11:08:34+00:00,2026-06-27 16:32:46+00:00,True,False,1331,0,8.391644504118361e-05,1
depth_webfrontend,17,20,41,2730,2013-05-16 20:40:27+00:00,2026-02-15 11:34:58+00:00,True,False,4789,132,0.015012815818381545,0
talk-desktop,17,500,183,66209,2022-11-03 14:37:08+00:00,2026-06-27 02:01:19+00:00,True,False,1332,0,0.0027639329406434075,1
UnrealEngine-ObjectPool,4,100,0,2906,2022-07-16 23:05:49+00:00,2026-06-19 12:58:59+00:00,True,True,1441,8,0.0,0
java-proto-generator,16,20,3,8,2012-02-11 15:54:16+00:00,2025-12-01 11:24:15+00:00,True,True,5250,208,0.3333333333333333,0
duplicate-files,28,100,4,246,2012-01-01 22:31:46+00:00,2026-05-09 18:28:21+00:00,True,True,5290,48,0.016194331983805668,0
PowerToys,2,135643,7291,508966,2019-05-01 17:44:02+00:00,2026-06-27 17:33:29+00:00,True,True,2614,0,0.014325093768358263,1
papers-we-love,33,107369,2,230845,2013-12-15 14:31:41+00:00,2026-06-27 17:29:02+00:00,True,False,4577,0,8.66378451435156e-06,1
c5scan,28,20,2,21,2014-05-28 08:38:16+00:00,2024-12-31 13:46:55+00:00,True,True,4413,543,0.09090909090909091,0
vimrc,40,20,0,4,2014-04-30 09:38:06+00:00,2025-02-06 16:00:36+00:00,True,True,4441,506,0.0,0
opencode,37,179577,7023,294616,2025-04-30 20:08:00+00:00,2026-06-27 17:34:55+00:00,True,False,422,0,0.023837728304883968,1
jscat,28,100,0,86,2020-01-08 13:23:04+00:00,2026-05-13 01:10:54+00:00,True,True,2362,45,0.0,0
coupons,41,1997,45,2525,2020-10-30 02:22:58+00:00,2026-06-24 14:31:11+00:00,True,True,2066,3,0.017814726840855107,1
SteamCleaner,3,1997,31,872,2016-01-07 05:06:32+00:00,2026-06-23 19:40:24+00:00,True,True,3824,3,0.035509736540664374,1
AWD,28,100,3,158361,2024-09-14 22:04:16+00:00,2026-06-02 08:41:23+00:00,True,True,650,25,1.894393857112186e-05,0
helix,31,1998,41,1449,2015-11-06 07:06:36+00:00,2026-06-18 13:52:16+00:00,True,True,3886,9,0.028275862068965516,1
HelloGitHub,28,162915,465,8987,2016-05-04 06:24:11+00:00,2026-06-27 17:06:43+00:00,True,False,3706,0,0.051735647530040056,1
JSLog,17,20,0,7,2011-11-12 13:22:56+00:00,2025-05-28 06:56:17+00:00,True,True,5341,395,0.0,0
PyInquirer,28,1996,110,275,2018-06-14 01:48:43+00:00,2026-06-23 05:00:16+00:00,True,True,2935,4,0.39855072463768115,1
axios,17,109098,107,27462,2014-08-18 22:30:27+00:00,2026-06-27 17:03:49+00:00,True,False,4330,0,0.003896151185231038,1
iptv,37,128831,64,1271878,2018-11-14 22:00:57+00:00,2026-06-27 17:33:39+00:00,True,False,2781,0,5.0319252067217085e-05,1
pinterest-pinata,28,20,0,301,2014-05-28 09:16:42+00:00,2026-03-07 05:05:21+00:00,True,True,4413,112,0.0,0
startrek1971,28,20,2,140,2014-04-16 06:15:13+00:00,2025-12-16 01:45:15+00:00,True,True,4455,193,0.014184397163120567,0
prind,28,500,1,683,2021-10-16 19:45:04+00:00,2026-06-26 23:55:24+00:00,True,False,1714,0,0.0014619883040935672,1
funModeling,14,100,4,9411,2016-02-08 20:24:33+00:00,2026-02-17 23:59:03+00:00,True,True,3791,129,0.00042498937526561835,0
bash_scripts,33,20,2,102,2011-10-04 22:59:24+00:00,2024-03-15 09:16:07+00:00,True,False,5379,834,0.019417475728155338,0
my-cisco-virl-lab,33,20,0,319,2014-06-24 23:57:50+00:00,2025-02-06 16:00:38+00:00,True,True,4385,506,0.0,0
42_CheatSheet,2,1996,2,2446,2019-08-18 08:52:46+00:00,2026-06-24 06:53:31+00:00,True,True,2505,3,0.0008173273395995096,1
stable-diffusion-webui,28,163900,2493,36552,2022-08-22 14:05:26+00:00,2026-06-27 17:01:17+00:00,True,True,1405,0,0.06820233633354307,1
MatchZoo-py,28,500,30,612,2019-06-17 14:15:36+00:00,2026-04-26 02:20:54+00:00,True,True,2567,62,0.048939641109298535,1
ie.xhr,17,20,2,119,2011-12-07 02:41:14+00:00,2025-02-06 16:02:01+00:00,True,True,5316,506,0.016666666666666666,0
enject,31,500,2,80,2026-02-22 13:29:40+00:00,2026-06-15 19:43:46+00:00,True,True,125,11,0.024691358024691357,1
go-project-blueprint,22,500,4,32,2019-09-08 11:14:26+00:00,2026-04-12 12:23:20+00:00,True,True,2484,76,0.12121212121212122,1
udemy-downloader,28,1997,23,555,2021-05-18 19:41:10+00:00,2026-06-27 14:13:45+00:00,True,False,1865,0,0.04136690647482014,1
MOM6-examples,18,100,64,77934,2014-09-26 18:34:19+00:00,2026-06-16 19:59:34+00:00,True,True,4291,10,0.0008211971514723808,0
Certify,3,1996,2,230,2021-06-09 22:03:30+00:00,2026-06-27 15:01:28+00:00,True,True,1843,0,0.008658008658008658,1
jquery.ui.combify,17,20,5,232,2013-02-08 22:49:08+00:00,2021-07-27 04:34:12+00:00,True,True,4886,1796,0.02145922746781116,0
dashblocks,41,100,29,13153,2018-09-22 17:21:15+00:00,2026-05-04 10:02:06+00:00,True,True,2835,54,0.00220465257716284,0
Infosys-SP-Coding-Questions,16,100,1,32,2024-02-19 15:30:34+00:00,2026-06-19 12:20:06+00:00,True,True,859,8,0.030303030303030304,0
kommon,19,20,0,277,2014-04-12 20:41:30+00:00,2020-02-29 21:35:14+00:00,True,True,4458,2309,0.0,0
eraserbenchmark,28,100,2,80,2019-11-07 22:47:10+00:00,2026-03-16 13:03:18+00:00,False,True,2423,103,0.024691358024691357,0
SimSearch,28,20,1,1153,2012-03-29 17:01:50+00:00,2025-02-06 16:02:01+00:00,True,True,5203,506,0.0008665511265164644,0
RootTools,16,20,0,2720,2012-03-12 00:14:34+00:00,2025-02-06 16:02:01+00:00,True,True,5220,506,0.0,0
uatraits,4,20,1,739,2011-12-19 14:56:16+00:00,2025-10-17 10:48:44+00:00,True,True,5304,253,0.0013513513513513514,0
angular-tutorial-cljs,17,20,0,546,2013-03-16 17:44:32+00:00,2018-07-22 23:38:45+00:00,True,True,4851,2896,0.0,0
genal-chat,37,1998,43,33417,2020-06-24 08:02:09+00:00,2026-06-26 06:34:42+00:00,True,True,2194,1,0.0012867317014782452,1
arbitrum-classic,11,2000,69,196180,2019-08-05 18:43:03+00:00,2026-06-16 16:00:53+00:00,True,True,2517,11,0.0003517160173513235,1
Calendar,19,1998,296,139215,2022-05-15 21:47:59+00:00,2026-06-27 08:11:02+00:00,True,True,1503,0,0.0021261923916791174,1
sunnypilot,28,1996,82,4131636,2021-07-23 21:28:21+00:00,2026-06-27 01:33:52+00:00,True,True,1799,0,1.9846854890688607e-05,1
markitdown,28,159929,821,4286,2024-11-13 19:56:40+00:00,2026-06-27 17:29:59+00:00,True,True,590,0,0.19150921390249592,1
Ceras,3,500,41,1210,2018-10-03 10:12:24+00:00,2026-03-10 22:03:35+00:00,True,True,2824,108,0.033856317093311314,1
expanding-collection-android,16,1997,0,9035,2016-10-06 13:30:26+00:00,2026-05-31 16:28:48+00:00,True,True,3551,27,0.0,1
electron,4,121796,893,208343,2013-04-12 01:47:36+00:00,2026-06-27 14:59:58+00:00,True,False,4824,0,0.0042861805475559655,1
sqlite-vss,4,1996,80,2695,2023-01-03 23:27:31+00:00,2026-06-27 12:03:06+00:00,True,True,1270,0,0.02967359050445104,1
gstack,37,117082,741,111499,2026-03-11 21:22:45+00:00,2026-06-27 17:32:03+00:00,True,True,107,0,0.006645739910313901,1
RefleXXion,4,500,0,221,2022-01-25 16:50:34+00:00,2026-04-24 01:05:16+00:00,True,True,1614,64,0.0,1
tauri,31,108402,1440,105217,2019-07-13 09:09:37+00:00,2026-06-27 17:26:37+00:00,True,False,2541,0,0.013685871238761428,1
ustreamer,2,2000,10,6037,2018-09-14 11:33:51+00:00,2026-06-27 14:09:21+00:00,True,False,2843,0,0.0016561775422325273,1
developer-roadmap,37,358458,19,361338,2017-03-15 13:45:52+00:00,2026-06-27 17:18:21+00:00,True,True,3391,0,5.258220120164167e-05,1
cesium-wind,17,100,1,520,2020-09-22 12:01:51+00:00,2026-06-08 19:52:34+00:00,True,True,2104,18,0.0019193857965451055,0
Mochi,4,100,0,166,2022-03-26 21:07:10+00:00,2026-05-06 09:30:30+00:00,True,True,1553,52,0.0,0
ion,37,1998,2,47140,2023-11-14 21:46:14+00:00,2026-06-19 23:12:38+00:00,False,True,955,7,4.242591374811735e-05,1
ngrok-c,2,500,2,19333,2015-03-04 05:51:22+00:00,2026-04-17 03:04:52+00:00,True,True,4133,71,0.00010344470880314473,1
xhs_ai_publisher,28,1998,7,131620,2024-11-10 08:48:20+00:00,2026-06-27 14:44:39+00:00,True,True,594,0,5.318300271233314e-05,1
planets-animated-website,14,100,0,8985,2020-10-17 09:44:34+00:00,2026-06-10 14:23:01+00:00,True,True,2079,17,0.0,0
charly-vm,4,100,51,5698,2017-05-24 17:19:36+00:00,2026-01-24 15:41:38+00:00,True,False,3321,154,0.008948938410247412,0
compare,17,20,1,4470,2012-02-10 02:39:17+00:00,2023-03-09 02:56:37+00:00,True,True,5251,1206,0.00022366360993066427,0
docker-qgis-desktop,33,100,13,97,2014-07-15 06:26:18+00:00,2026-06-10 10:08:31+00:00,True,True,4365,17,0.1326530612244898,0
WeChatAI,31,100,3,4191,2023-04-20 07:51:59+00:00,2026-03-06 11:37:53+00:00,True,True,1164,113,0.0007156488549618321,0
siam-mot,28,500,33,14841,2021-05-20 00:54:57+00:00,2026-06-21 04:09:29+00:00,True,True,1864,6,0.002223420024255491,1
vpnserver_ynh,33,20,19,124,2013-12-24 18:13:45+00:00,2026-04-22 00:05:03+00:00,True,False,4567,66,0.152,0
ipxe,2,1997,121,22668,2011-03-27 09:39:26+00:00,2026-06-27 09:48:08+00:00,True,False,5571,0,0.005337685826459041,1
nodeslide,17,20,1,3904,2011-11-12 14:44:19+00:00,2025-02-06 16:00:38+00:00,True,True,5341,506,0.00025608194622279127,0
symbolic-execution,15,20,0,475,2013-04-13 11:06:47+00:00,2025-02-06 16:02:01+00:00,True,True,4823,506,0.0,0
ADB-Toolkit,33,1998,24,1469,2019-03-15 15:56:34+00:00,2026-06-26 03:27:06+00:00,True,True,2661,1,0.0163265306122449,1
claude-code,28,134691,8998,28616,2025-02-22 17:41:21+00:00,2026-06-27 17:21:30+00:00,True,False,490,0,0.3144284865639305,1
vue-ref,17,100,4,19,2018-11-15 02:36:37+00:00,2026-01-23 09:11:54+00:00,True,True,2781,155,0.2,0
hyperdrive,17,2000,19,1103,2015-11-18 20:33:23+00:00,2026-06-26 01:48:12+00:00,True,False,3873,1,0.017210144927536232,1
couchie,17,20,2,82,2012-03-06 09:40:04+00:00,2022-12-30 03:01:38+00:00,True,True,5226,1275,0.024096385542168676,0
templates,37,2000,165,20152,2017-12-19 16:38:32+00:00,2026-06-27 08:39:28+00:00,True,False,3112,0,0.008187366645164491,1
truncate.js,17,100,14,169,2013-07-01 13:26:38+00:00,2026-05-13 15:06:07+00:00,True,True,4744,45,0.08235294117647059,0
variant-form,41,1996,21,1550,2021-09-23 08:54:29+00:00,2026-06-26 09:00:39+00:00,True,True,1738,1,0.013539651837524178,1
StatProofBookTools,36,100,0,137546,2020-02-06 11:23:36+00:00,2026-06-07 12:27:49+00:00,True,True,2333,20,0.0,0
FreeDomain,14,180995,36,972,2024-05-30 13:23:00+00:00,2026-06-27 17:28:13+00:00,False,True,758,0,0.03699897225077081,1
Python-100-Days,18,183753,702,401142,2018-03-01 16:05:52+00:00,2026-06-27 15:41:46+00:00,True,True,3040,0,0.0017499993767808486,1
easylogic.studio,17,500,30,183765,2019-05-03 09:33:55+00:00,2026-05-18 06:19:38+00:00,True,True,2612,40,0.00016325109106145858,1
react,17,246122,1269,1000080,2013-05-24 16:15:54+00:00,2026-06-27 17:03:50+00:00,True,False,4782,0,0.0012688972193252346,1
tinytooltip,17,20,1,130,2012-03-20 16:21:46+00:00,2026-04-23 09:03:46+00:00,True,True,5212,65,0.007633587786259542,0
ambari-rest-client,13,20,0,2487,2014-03-18 15:26:57+00:00,2026-03-20 18:26:18+00:00,True,True,4484,98,0.0,0
zzshare,28,100,3,189,2026-01-31 02:23:54+00:00,2026-06-25 06:29:09+00:00,True,True,147,2,0.015789473684210527,0
vim-which-key,39,1999,14,152,2018-09-04 12:58:02+00:00,2026-06-17 12:55:02+00:00,True,True,2853,10,0.0915032679738562,1
leetcode-python,28,500,4,1050,2014-03-26 22:50:53+00:00,2026-06-26 10:07:44+00:00,True,True,4475,1,0.003805899143672693,1
v2rayN,3,110043,11,48505,2019-07-30 03:47:24+00:00,2026-06-27 17:34:33+00:00,True,True,2524,0,0.00022677606893992496,1
AspNetCoreDemoApp,3,100,0,1142,2015-09-23 08:12:30+00:00,2026-02-16 08:56:13+00:00,True,True,3930,131,0.0,0
pyspark-data-sources,28,100,18,1631,2024-02-13 08:24:21+00:00,2026-06-05 05:31:01+00:00,True,True,865,22,0.011029411764705883,0
nannernest,28,100,5,16019,2020-05-22 14:35:37+00:00,2026-03-08 04:37:39+00:00,True,True,2227,111,0.00031210986267166043,0
JavaGuide,17,156648,58,183096,2018-05-07 13:27:00+00:00,2026-06-27 16:17:27+00:00,True,True,2973,0,0.0003167719842487862,1
mcpb,37,2000,90,2182,2025-06-26 00:15:05+00:00,2026-06-27 16:51:22+00:00,True,True,366,0,0.04122766834631241,1
hypercerts,34,100,0,32550,2022-12-02 21:36:04+00:00,2026-02-01 18:36:57+00:00,True,False,1302,145,0.0,0
LeeCo,16,500,6,10877,2016-01-08 15:50:59+00:00,2026-05-31 16:16:51+00:00,True,True,3823,27,0.0005515719801434088,1
gnome-shell-extensions,17,20,13,1017,2011-11-19 11:58:01+00:00,2025-07-13 15:50:14+00:00,True,True,5334,349,0.012770137524557957,0
wasm-pdf,31,500,9,627,2019-05-31 15:16:15+00:00,2026-05-14 13:20:52+00:00,True,False,2584,44,0.014331210191082803,1
ECC,17,222482,94,38324,2026-01-18 00:51:51+00:00,2026-06-27 17:34:10+00:00,True,True,160,0,0.002452707110241357,1
resume,5,500,1,25,2017-10-14 06:31:20+00:00,2026-05-01 15:31:06+00:00,True,True,3178,57,0.038461538461538464,1
tensorflow,4,195928,3243,1340208,2015-11-07 01:19:20+00:00,2026-06-27 17:29:11+00:00,True,False,3885,0,0.002419771841556056,1
ai4animationpy,28,2000,10,1028815,2026-02-03 18:18:34+00:00,2026-06-27 17:31:10+00:00,True,False,143,0,9.719911043374131e-06,1
gameplan,41,500,65,133282,2022-01-31 22:39:33+00:00,2026-06-27 11:53:37+00:00,True,True,1607,0,0.00048768410074803237,1
atom-launcher,17,20,14,453,2014-03-03 19:07:35+00:00,2024-12-20 14:48:14+00:00,True,False,4498,554,0.030837004405286344,0
mastering_active_record_sample_code,30,20,0,292,2013-01-11 17:40:17+00:00,2022-03-09 23:19:34+00:00,True,True,4915,1570,0.0,0
LazyBone,17,20,0,165,2012-04-09 10:03:20+00:00,2024-07-10 07:35:24+00:00,True,True,5192,717,0.0,0
radial.js,17,20,0,75,2014-05-19 21:07:23+00:00,2019-06-03 06:30:27+00:00,True,True,4421,2581,0.0,0
xing_api,30,20,4,129,2013-11-11 10:19:21+00:00,2025-02-06 16:02:01+00:00,True,True,4611,506,0.03076923076923077,0
futures-concurrency,31,500,35,668,2021-08-29 17:50:52+00:00,2026-06-26 16:27:57+00:00,True,True,1763,1,0.052316890881913304,1
public-apis,28,444535,1477,6709,2016-03-20 23:49:42+00:00,2026-06-27 17:25:08+00:00,True,False,3750,0,0.22011922503725784,1
pyYouku,28,20,0,515,2012-04-19 04:00:41+00:00,2023-03-28 22:49:49+00:00,True,True,5182,1186,0.0,0
Developer,24,500,14,2037,2023-09-14 05:07:00+00:00,2026-06-26 23:27:38+00:00,True,True,1017,0,0.0068694798822374874,1
react-trace,37,100,3,29037,2026-03-08 09:37:56+00:00,2026-06-24 20:33:44+00:00,True,True,111,2,0.00010331290033748881,0
hermes-agent,28,204230,24032,379528,2025-07-22 22:22:28+00:00,2026-06-27 17:34:14+00:00,True,True,339,0,0.06332058946747153,1
pypi-notifier,28,100,2,325,2013-07-13 16:01:46+00:00,2026-04-07 13:50:44+00:00,True,True,4732,81,0.006134969325153374,0
SpringCertification,16,20,0,22824,2012-03-24 14:56:24+00:00,2025-02-06 16:02:01+00:00,True,True,5208,506,0.0,0
VideoCrawlerEngine,28,500,25,6565,2020-06-09 17:27:09+00:00,2026-05-22 03:11:55+00:00,True,True,2209,36,0.0038074931465123365,1
auto-enum,28,500,2,329,2024-05-05 13:43:44+00:00,2026-05-24 12:28:50+00:00,True,True,783,34,0.006060606060606061,1
SimpleBackdoor,4,20,0,5,2014-06-06 22:23:55+00:00,2025-10-25 00:07:50+00:00,True,True,4403,245,0.0,0
